symbol,trading_date,open,high,low,close,volume
AMZN,2020-04-22,118.45,119.7,117.55,118.1745,84244000
AMZN,2020-04-23,119.999,121.211,119.104,119.9725,101332000
AMZN,2020-04-24,120.85,121.0215,119.1,120.511,76498000
AMZN,2020-04-27,122.16,122.244,118.15,118.8,112912000
AMZN,2020-04-28,118.605,118.675,115.3,115.704,105388000
AMZN,2020-04-29,116.5005,119.5945,115.5,118.6355,91832000
AMZN,2020-04-30,120.992,123.75,119.8005,123.7,190692000
AMZN,2020-05-01,116.84,118.122,112.9095,114.302,195452000
AMZN,2020-05-04,112.819,116.349,112.819,115.7995,97318000
AMZN,2020-05-05,117.0,117.55,115.3565,115.89,64850000
AMZN,2020-05-06,116.472,117.8725,116.0,117.563,62356000
AMZN,2020-05-07,118.739,118.8,117.1555,118.3805,67928000
AMZN,2020-05-08,118.607,119.362,117.85,118.9805,64132000
AMZN,2020-05-11,118.735,120.9835,118.6055,120.45,65184000
AMZN,2020-05-12,120.5925,120.95,117.75,117.8475,61498000
AMZN,2020-05-13,118.34,120.385,116.89,118.396,95658000
AMZN,2020-05-14,118.0505,119.5685,117.6605,119.4425,72962000
AMZN,2020-05-15,118.426,120.55,117.8185,120.489,84700000
AMZN,2020-05-18,120.2175,121.65,119.2005,121.313,87144000
AMZN,2020-05-19,121.4915,124.25,121.4485,122.4665,86410000
AMZN,2020-05-20,123.8935,125.0005,123.3635,124.897,79962000
AMZN,2020-05-21,125.0,126.2725,122.127,122.337,102288000
AMZN,2020-05-22,122.7505,123.4925,121.5065,121.844,57342000
AMZN,2020-05-26,122.9,123.1,120.703,121.093,71364000
AMZN,2020-05-27,120.2495,120.679,116.5,120.5195,101138000
AMZN,2020-05-28,119.2165,121.8485,118.9115,120.055,63804000
AMZN,2020-05-29,120.797,122.1185,119.91,122.1185,70198000
BAJFINANCE,2020-02-03,425.02,437.69,425.02,435.935,10941810
BAJFINANCE,2020-02-04,438.795,455.0,437.715,451.925,19583230
BAJFINANCE,2020-02-05,451.5,453.995,447.765,452.82,12856310
BAJFINANCE,2020-02-06,452.82,467.785,452.5,466.635,18464770
BAJFINANCE,2020-02-07,466.395,468.69,462.61,465.43,9503260
BAJFINANCE,2020-02-10,466.0,473.4,464.0,472.175,11608790
BAJFINANCE,2020-02-11,473.7,478.5,473.6,474.935,11674290
BAJFINANCE,2020-02-12,477.0,478.22,472.2,476.87,8829640
BAJFINANCE,2020-02-13,476.6,480.06,473.5,479.535,6810390
BAJFINANCE,2020-02-14,480.0,481.5,476.8,478.175,7311180
BAJFINANCE,2020-02-17,478.175,479.8,475.005,477.665,7164840
BAJFINANCE,2020-02-18,476.94,477.195,470.16,475.8,7286110
BAJFINANCE,2020-02-19,478.5,488.7,478.01,487.805,11720490
BAJFINANCE,2020-02-20,486.79,492.34,485.375,488.045,16346430
BAJFINANCE,2020-02-24,484.0,487.6,475.12,480.395,12633890
BAJFINANCE,2020-02-25,484.99,484.99,478.4,482.595,9593090
BAJFINANCE,2020-02-26,481.5,483.775,476.725,481.0,8513460
BAJFINANCE,2020-02-27,481.5,481.5,471.21,475.98,11748700
BAJFINANCE,2020-02-28,464.0,464.0,431.175,446.585,49414100
BAJFINANCE,2020-03-02,460.0,461.795,430.565,436.075,22382160
BAJFINANCE,2020-03-03,440.0,447.495,432.005,445.41,20235030
BAJFINANCE,2020-03-04,446.6,449.68,422.5,428.64,24729910
BAJFINANCE,2020-03-05,431.0,436.755,427.315,433.07,18332950
BAJFINANCE,2020-03-06,412.5,423.8,403.65,422.585,33122380
BAJFINANCE,2020-03-09,407.0,412.75,394.515,402.68,35456270
BAJFINANCE,2020-03-11,401.4,411.89,398.5,403.065,27936830
BAJFINANCE,2020-03-12,386.0,386.995,362.81,373.435,52726190
BAJFINANCE,2020-03-13,344.0,404.35,328.105,395.255,48499170
BAJFINANCE,2020-03-16,383.345,383.345,360.0,367.225,31404670
BAJFINANCE,2020-03-17,370.21,373.47,340.2,344.485,25585480
BAJFINANCE,2020-03-18,349.0,353.0,301.89,306.135,54435800
BAJFINANCE,2020-03-19,280.0,305.305,248.47,274.61,83247130
BAJFINANCE,2020-03-20,279.985,304.4,262.165,295.19,61101890
BAJFINANCE,2020-03-23,265.675,270.0,222.5,226.615,48442350
BAJFINANCE,2020-03-24,247.2,256.865,210.465,247.42,62572210
BAJFINANCE,2020-03-25,245.0,270.0,240.0,258.56,62263550
BAJFINANCE,2020-03-26,263.73,293.65,256.505,279.37,50961240
BAJFINANCE,2020-03-27,295.5,304.0,250.0,254.23,71706090
BAJFINANCE,2020-03-30,239.005,241.44,222.6,224.21,76983550
BAJFINANCE,2020-03-31,230.51,234.0,210.0,221.58,110431110
BAJFINANCE,2020-04-01,218.0,228.69,213.265,221.935,64083010
BAJFINANCE,2020-04-03,226.88,234.37,218.305,220.75,61726720
BAJFINANCE,2020-04-07,224.5,228.6,208.15,225.335,111614780
BAJFINANCE,2020-04-08,218.4,237.4,214.415,233.29,91093390
BAJFINANCE,2020-04-09,239.1,256.615,236.71,255.185,71932460
BAJFINANCE,2020-04-13,252.0,252.0,226.595,228.73,81831990
BAJFINANCE,2020-04-15,234.5,236.8,216.84,218.245,93336280
BAJFINANCE,2020-04-16,214.5,225.0,212.2,222.0,72467400
BAJFINANCE,2020-04-17,235.5,237.59,223.52,230.815,101915460
BAJFINANCE,2020-04-20,232.5,234.55,226.5,230.825,54031770
BAJFINANCE,2020-04-21,221.0,221.0,208.5,209.975,73839850
BAJFINANCE,2020-04-22,205.995,217.0,202.235,214.825,90627230
BAJFINANCE,2020-04-23,216.0,221.91,211.2,217.245,71440060
BAJFINANCE,2020-04-24,211.35,211.35,197.005,197.625,104944510
BAJFINANCE,2020-04-27,200.0,208.5,191.565,204.405,144952470
BAJFINANCE,2020-04-28,208.1,224.41,203.5,222.81,147563440
BAJFINANCE,2020-04-29,220.005,237.5,220.005,229.645,150601540
BAJFINANCE,2020-04-30,236.505,241.895,229.115,231.81,88833050
BAJFINANCE,2020-05-04,220.0,220.22,202.855,207.965,73127450
BAJFINANCE,2020-05-05,213.0,213.5,199.7,200.235,115212090
BAJFINANCE,2020-05-06,201.0,213.19,195.235,210.625,131496960
BAJFINANCE,2020-05-07,209.895,216.985,204.835,206.055,77702040
BAJFINANCE,2020-05-08,213.0,213.0,201.5,202.415,69663750
BAJFINANCE,2020-05-11,207.0,209.27,199.53,201.505,76549900
BAJFINANCE,2020-05-12,198.97,208.0,197.71,206.97,103365270
BAJFINANCE,2020-05-13,222.0,223.995,214.5,216.105,94411850
BAJFINANCE,2020-05-14,215.9,225.895,209.68,211.2,143075310
BAJFINANCE,2020-05-15,211.995,213.66,205.6,208.645,80267260
BAJFINANCE,2020-05-18,209.0,209.345,192.6,193.86,108205710
BAJFINANCE,2020-05-19,196.0,200.355,192.22,196.495,94135140
BAJFINANCE,2020-05-20,197.0,206.0,193.5,204.28,163185080
BAJFINANCE,2020-05-21,205.9,207.755,197.45,199.02,98795420
BAJFINANCE,2020-05-22,197.5,200.7,186.525,189.53,161950940
BAJFINANCE,2020-05-26,191.8,193.375,182.155,182.9,98692950
BAJFINANCE,2020-05-27,183.0,194.6,178.3,193.645,173352460
BAJFINANCE,2020-05-28,195.4,198.3,192.7,194.77,90517750
BAJFINANCE,2020-05-29,191.4,198.0,189.1,195.365,103618470
BRK-B,2020-02-03,225.48,226.32,223.0,223.47,3525000
BRK-B,2020-02-04,226.15,226.94,224.79,225.08,3642600
BRK-B,2020-02-05,226.91,228.68,226.75,228.65,3360500
BRK-B,2020-02-06,229.56,230.08,228.53,229.61,2799400
BRK-B,2020-02-07,228.07,228.62,226.67,227.38,2882800
BRK-B,2020-02-10,227.17,227.75,225.13,227.11,2944600
BRK-B,2020-02-11,228.59,228.59,227.02,227.33,2916400
BRK-B,2020-02-12,227.6,228.84,226.91,227.44,3785200
BRK-B,2020-02-13,226.53,227.4,226.1,226.47,2838500
BRK-B,2020-02-14,226.49,227.14,225.52,226.8,2506200
BRK-B,2020-02-18,226.39,227.38,225.27,226.77,3153000
BRK-B,2020-02-19,227.68,229.71,226.93,229.24,3187000
BRK-B,2020-02-20,229.76,229.79,227.15,228.17,3547700
BRK-B,2020-02-21,227.53,230.07,226.98,229.33,4699100
BRK-B,2020-02-24,221.31,223.94,220.27,221.69,7932400
BRK-B,2020-02-25,222.2,223.24,216.76,218.05,8558600
BRK-B,2020-02-26,219.65,220.63,215.94,216.06,6901700
BRK-B,2020-02-27,212.9,214.38,207.28,207.67,10941800
BRK-B,2020-02-28,201.92,206.44,199.68,206.34,15147200
BRK-B,2020-03-02,207.25,218.8,204.43,217.63,10395800
BRK-B,2020-03-03,217.39,218.15,206.2,208.81,10716100
BRK-B,2020-03-04,212.14,218.34,209.26,217.86,7408700
BRK-B,2020-03-05,212.55,212.75,207.01,208.96,8112700
BRK-B,2020-03-06,203.48,207.41,202.35,205.98,9443500
BRK-B,2020-03-09,195.0,198.48,192.26,193.13,13950500
BRK-B,2020-03-10,201.35,202.86,195.05,202.73,10929200
BRK-B,2020-03-11,197.32,198.13,192.87,194.64,9573900
BRK-B,2020-03-12,183.6,187.67,175.0,175.97,22293800
BRK-B,2020-03-13,187.45,196.5,178.41,196.4,14859100
BRK-B,2020-03-16,174.0,188.38,173.62,177.77,14168600
BRK-B,2020-03-17,181.88,187.81,177.0,187.6,15072400
BRK-B,2020-03-18,177.29,181.39,167.0,172.44,16669300
BRK-B,2020-03-19,170.21,176.18,166.0,174.68,12488100
BRK-B,2020-03-20,176.3,177.18,167.29,170.06,15213600
BRK-B,2020-03-23,165.3,166.69,159.5,162.13,16501500
BRK-B,2020-03-24,170.91,179.14,169.53,178.2,14075100
BRK-B,2020-03-25,180.01,189.07,175.17,180.47,13851200
BRK-B,2020-03-26,181.29,184.96,179.59,183.9,14131400
BRK-B,2020-03-27,178.5,184.24,176.72,179.66,10259500
BRK-B,2020-03-30,180.04,184.11,178.0,183.18,7672600
BRK-B,2020-03-31,182.05,186.17,180.57,182.83,8996800
BRK-B,2020-04-01,176.18,178.67,174.19,175.95,8682700
BRK-B,2020-04-02,175.0,180.31,174.23,179.73,7271900
BRK-B,2020-04-03,178.59,180.22,175.44,178.34,6643700
BRK-B,2020-04-06,184.61,186.41,180.49,185.24,9935500
BRK-B,2020-04-07,191.99,192.0,184.9,185.25,8148200
BRK-B,2020-04-08,187.55,191.42,185.14,191.01,6109900
BRK-B,2020-04-09,194.0,197.23,191.45,193.84,10519600
BRK-B,2020-04-13,193.85,193.85,186.08,188.77,7888600
BRK-B,2020-04-14,193.32,194.16,190.82,192.94,7032000
BRK-B,2020-04-15,188.56,189.59,187.47,188.57,6138300
BRK-B,2020-04-16,188.9,188.99,185.8,187.96,6228200
BRK-B,2020-04-17,192.89,192.9,189.02,191.2,8272200
BRK-B,2020-04-20,188.72,189.35,187.3,188.75,6474700
BRK-B,2020-04-21,184.17,185.78,183.28,183.48,5882500
BRK-B,2020-04-22,186.46,187.37,185.34,186.58,5470000
BRK-B,2020-04-23,186.99,187.35,184.5,185.63,6211900
BRK-B,2020-04-24,187.08,187.28,184.42,186.52,5205500
BRK-B,2020-04-27,187.78,189.37,186.35,187.46,6622400
BRK-B,2020-04-28,190.54,191.0,187.0,187.12,6674600
BRK-B,2020-04-29,190.64,192.68,188.93,189.61,7645000
BRK-B,2020-04-30,188.3,189.87,186.71,187.36,8217800
BRK-B,2020-05-01,185.21,185.89,181.64,182.67,7513700
BRK-B,2020-05-04,179.78,180.36,176.34,177.95,9448600
BRK-B,2020-05-05,180.05,180.23,175.93,176.03,9016300
BRK-B,2020-05-06,176.94,177.04,172.34,172.38,9003000
BRK-B,2020-05-07,173.4,175.38,173.05,173.48,6698000
BRK-B,2020-05-08,176.71,177.26,174.28,176.83,5793600
BRK-B,2020-05-11,175.23,175.96,173.61,174.64,9235700
BRK-B,2020-05-12,175.2,175.71,172.73,172.81,6470900
BRK-B,2020-05-13,172.0,172.61,169.44,170.57,10258900
BRK-B,2020-05-14,168.8,171.4,167.04,170.93,7013600
BRK-B,2020-05-15,169.82,170.66,168.52,169.25,5937500
BRK-B,2020-05-18,174.0,176.87,172.31,175.46,7458900
BRK-B,2020-05-19,174.12,174.87,172.34,172.49,5574800
BRK-B,2020-05-20,174.61,176.87,174.29,176.02,5455600
BRK-B,2020-05-21,175.74,176.65,174.47,174.94,4059900
BRK-B,2020-05-22,174.86,175.12,173.21,174.93,3584800
BRK-B,2020-05-26,179.99,181.69,178.68,180.34,7107600
BRK-B,2020-05-27,184.67,185.98,183.8,185.77,7410500
BRK-B,2020-05-28,187.24,187.28,183.92,185.1,6313100
BRK-B,2020-05-29,183.08,185.87,182.53,185.58,10630200
GOOGL,2020-02-03,73.0825,74.315,72.8305,74.13,71636000
GOOGL,2020-02-04,72.7245,73.367,71.1015,72.2705,95880000
GOOGL,2020-02-05,73.1805,73.229,71.484,72.3025,36376000
GOOGL,2020-02-06,72.599,74.078,72.524,73.7985,37822000
GOOGL,2020-02-07,73.3695,74.2625,73.2705,73.9555,28360000
GOOGL,2020-02-10,73.8615,75.444,73.76,75.433,38302000
GOOGL,2020-02-11,75.6635,76.494,75.2725,75.503,34852000
GOOGL,2020-02-12,75.793,76.015,75.4335,75.9315,31042000
GOOGL,2020-02-13,75.5,76.2975,75.2,75.6695,22914000
GOOGL,2020-02-14,75.7265,76.0025,75.2775,75.9365,23198000
GOOGL,2020-02-18,75.717,76.528,75.5505,75.972,25642000
GOOGL,2020-02-19,76.36,76.537,76.049,76.2435,22746000
GOOGL,2020-02-20,75.9505,76.3535,75.213,75.8495,25962000
GOOGL,2020-02-21,75.229,75.5475,73.9245,74.173,42520000
GOOGL,2020-02-24,71.1525,71.819,70.3395,70.993,49560000
GOOGL,2020-02-25,71.55,71.8425,69.021,69.316,51580000
GOOGL,2020-02-26,69.749,70.6835,68.8275,69.5235,49776000
GOOGL,2020-02-27,67.957,68.47,65.712,65.7475,62290000
GOOGL,2020-02-28,63.7155,67.1225,63.4105,66.9625,80198000
GOOGL,2020-03-02,67.5695,69.3735,66.26,69.316,55430000
GOOGL,2020-03-03,69.884,70.4095,66.462,66.886,56602000
GOOGL,2020-03-04,67.948,69.139,66.85,69.08,47598000
GOOGL,2020-03-05,67.2775,67.6815,65.082,65.738,54380000
GOOGL,2020-03-06,63.4975,65.1375,62.8605,64.787,64640000
GOOGL,2020-03-09,60.248,62.6365,59.902,60.7895,69252000
GOOGL,2020-03-10,62.7195,63.7925,60.7255,63.7585,54872000
GOOGL,2020-03-11,62.4135,62.8465,59.557,60.545,54732000
GOOGL,2020-03-12,56.131,59.4375,55.4235,55.5775,94326000
GOOGL,2020-03-13,58.7495,60.72,55.6145,60.7135,79400000
GOOGL,2020-03-16,54.4805,57.2735,53.354,53.65,96520000
GOOGL,2020-03-17,54.532,56.3,52.455,55.903,83194000
GOOGL,2020-03-18,52.997,55.2495,51.85,54.5595,93044000
GOOGL,2020-03-19,54.411,57.6305,52.7775,55.5835,74064000
GOOGL,2020-03-20,56.545,56.924,53.105,53.4105,82878000
GOOGL,2020-03-23,52.8185,53.3455,50.4435,52.7065,83672000
GOOGL,2020-03-24,55.199,56.6665,54.3215,56.5005,72468000
GOOGL,2020-03-25,56.229,57.3085,54.1505,55.081,90324000
GOOGL,2020-03-26,55.736,58.574,54.6015,58.146,76562000
GOOGL,2020-03-27,56.3735,57.5525,55.2,55.513,62794000
GOOGL,2020-03-30,56.632,57.55,54.9245,57.3155,58736000
GOOGL,2020-03-31,57.4365,58.67,56.836,58.0975,65228000
GOOGL,2020-04-01,56.2,56.471,54.6745,55.105,51970000
GOOGL,2020-04-02,55.0,56.1385,54.6565,55.8515,56410000
GOOGL,2020-04-03,55.7355,55.9395,53.754,54.635,51374000
GOOGL,2020-04-06,56.65,59.5375,56.25,59.1595,63320000
GOOGL,2020-04-07,60.8505,61.039,58.8625,59.128,61620000
GOOGL,2020-04-08,60.155,60.745,59.1975,60.35,40334000
GOOGL,2020-04-09,60.909,61.0995,59.621,60.3285,54028000
GOOGL,2020-04-13,60.075,60.726,59.1165,60.5205,38702000
GOOGL,2020-04-14,61.9985,63.7875,61.427,63.2615,63358000
GOOGL,2020-04-15,62.3255,63.7555,61.7,62.865,42236000
GOOGL,2020-04-16,63.357,63.668,61.91,62.8715,57896000
GOOGL,2020-04-17,64.085,64.5,63.3,63.95,51050000
GOOGL,2020-04-20,63.4945,63.841,62.822,63.0575,35292000
GOOGL,2020-04-21,62.1355,62.5,60.25,60.608,49648000
GOOGL,2020-04-22,62.0555,63.994,61.86,62.9205,46296000
GOOGL,2020-04-23,63.287,64.4075,63.0265,63.5585,34202000
GOOGL,2020-04-24,62.75,63.8855,62.2,63.83,37402000
GOOGL,2020-04-27,64.6,64.705,63.253,63.543,44186000
GOOGL,2020-04-28,64.16,64.238,61.519,61.6295,80700000
GOOGL,2020-04-29,67.25,68.0075,66.3365,67.109,108358000
GOOGL,2020-04-30,66.568,67.5,66.075,67.335,55842000
GOOGL,2020-05-01,66.2045,67.5715,65.483,65.866,48872000
GOOGL,2020-05-04,65.4065,66.2235,64.8005,66.145,30806000
GOOGL,2020-05-05,66.875,68.5505,66.7515,67.451,39666000
GOOGL,2020-05-06,67.9,68.4345,67.2565,67.2715,31732000
GOOGL,2020-05-07,68.0655,68.8,67.627,68.464,30652000
GOOGL,2020-05-08,69.091,69.832,68.6005,69.217,33326000
GOOGL,2020-05-11,68.8395,70.7765,68.775,70.1795,32718000
GOOGL,2020-05-12,70.411,70.7165,68.7255,68.759,33918000
GOOGL,2020-05-13,68.808,69.2665,66.4005,67.4165,40368000
GOOGL,2020-05-14,66.676,67.8685,66.165,67.843,36660000
GOOGL,2020-05-15,67.413,68.729,66.95,68.653,41544000
GOOGL,2020-05-18,68.079,69.638,67.71,69.259,47094000
GOOGL,2020-05-19,69.274,69.6245,68.688,68.72,31586000
GOOGL,2020-05-20,69.458,70.6015,69.371,70.458,38262000
GOOGL,2020-05-21,70.5495,70.823,69.7195,70.3375,30894000
GOOGL,2020-05-22,70.195,70.85,69.7975,70.662,28544000
GOOGL,2020-05-26,72.098,72.2555,70.97,71.0685,44590000
GOOGL,2020-05-27,71.0,71.2675,69.73,71.014,31684000
GOOGL,2020-05-28,70.0,72.223,69.954,70.912,35170000
GOOGL,2020-05-29,71.0215,71.8365,70.799,71.676,37044000
HDFCBANK,2020-02-03,598.5,598.975,588.85,596.4,13077010
